fn,time,fs,spl
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_10800.wav,50.0,38400,38.16897277837571
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_10900.wav,0.0,38400,37.09220091399614
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_10900.wav,50.0,38400,37.770699651429375
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_11000.wav,0.0,38400,38.2337271153706
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_11000.wav,50.0,38400,36.150239967703676
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_11100.wav,0.0,38400,27.112976668479163
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_11100.wav,50.0,38400,39.10878292720049
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_11200.wav,0.0,38400,35.142552923588724
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_11200.wav,50.0,38400,36.870803442128675
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_11300.wav,0.0,38400,35.722598312794105
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_11300.wav,50.0,38400,35.211995030128264
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_11400.wav,0.0,38400,36.60307434185988
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_11400.wav,50.0,38400,36.77178804748242
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_11500.wav,0.0,38400,35.84801336196941
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_11500.wav,50.0,38400,37.66541907822638
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_11600.wav,0.0,38400,37.35448379008375
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_11600.wav,50.0,38400,37.08220200454609
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_11700.wav,0.0,38400,37.23383441119565
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_11700.wav,50.0,38400,37.59809932899229
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_11800.wav,0.0,38400,36.63017233662443
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_11800.wav,50.0,38400,37.14327841842127
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_11900.wav,0.0,38400,37.0162927065566
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_11900.wav,50.0,38400,38.269797210596074
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_12000.wav,0.0,38400,35.90325163906762
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_12000.wav,50.0,38400,29.141453142738776
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_12100.wav,0.0,38400,24.11394821724206
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_12100.wav,50.0,38400,36.68113172775789
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_12200.wav,0.0,38400,37.23290256136954
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_12200.wav,50.0,38400,35.3711236961946
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_12300.wav,0.0,38400,36.47715416642278
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_12300.wav,50.0,38400,36.09266015501069
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_12400.wav,0.0,38400,37.637821339245995
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_12400.wav,50.0,38400,37.28404450386645
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_12500.wav,0.0,38400,37.41179395612233
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_12500.wav,50.0,38400,37.89683563592931
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_12600.wav,0.0,38400,36.65014753135874
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_12600.wav,50.0,38400,37.64185981194989
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_12700.wav,0.0,38400,37.78985858919184
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_12700.wav,50.0,38400,37.54460862745604
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_12800.wav,0.0,38400,37.31394032592212
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_12800.wav,50.0,38400,37.097292223588965
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_12900.wav,0.0,38400,36.64746350424468
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_12900.wav,50.0,38400,37.26193801147777
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_13000.wav,0.0,38400,39.702304870149504
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_13000.wav,50.0,38400,31.849882563317664
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_13100.wav,0.0,38400,38.771918615868586
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_13100.wav,50.0,38400,36.14305776739106
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_13200.wav,0.0,38400,37.97951434341741
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_13200.wav,50.0,38400,37.84928475057162
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_13300.wav,0.0,38400,37.26416022295296
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_13300.wav,50.0,38400,37.64564606959445
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_13400.wav,0.0,38400,36.86410298675559
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_13400.wav,50.0,38400,36.978889773382875
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_13500.wav,0.0,38400,37.077998974365656
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_13500.wav,50.0,38400,36.862085439726705
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_13600.wav,0.0,38400,37.54547322618204
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_13600.wav,50.0,38400,38.980808188214006
